case,n,k,rate,nu,binary_rows,structural_kernel_dimension,target_rank,instance,source,rank_matrix,kernel_dimension,expected_kernel_dimension,deficiency
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,65,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,66,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,67,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,68,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,69,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,70,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,71,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,72,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,73,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,74,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,75,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,76,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,77,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,78,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,79,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,80,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,81,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,82,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,83,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,84,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,85,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,86,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,87,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,88,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,89,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,90,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,91,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,92,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,93,pep_derived,869,31,31,0
self_orthogonal,30,10,0.3333333333333333,5,1000,31,869,94,pep_derived,869,31,31,0
